iata,icao,name,city,country,tz,lat,lon
ROV,URRP,Platov International Airport,Rostov-on-Don,RU,Europe/Moscow,47.493888,39.924722
TGK,URRT,Taganrog Yuzhny Airport,Taganrog,RU,Europe/Moscow,47.1983333,38.8491667
AER,URSS,Sochi International Airport,Sochi,RU,Europe/Moscow,43.449902,39.9566
ASF,URWA,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU,Europe/Astrakhan,46.282843,48.010511
ESL,URWI,Elista Airport,Elista,RU,Europe/Moscow,46.3739013671875,44.33089828491211
VOG,URWW,Volgograd International Airport,Volgograd,RU,Europe/Volgograd,48.78134,44.339194
CEK,USCC,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU,Asia/Yekaterinburg,55.303141,61.504927
MQF,USCM,Magnitogorsk International Airport,Magnitogorsk,RU,Asia/Yekaterinburg,53.391991,58.755235
SBT,USDA,Sabetta International Airport,Sabetta,RU,Asia/Yekaterinburg,71.219167,72.052222
BVJ,USDB,Bovanenkovo Airport,Bovanenkovo,RU,Asia/Yekaterinburg,70.315278,68.333611
SLY,USDD,Salekhard Airport,Salekhard,RU,Asia/Yekaterinburg,66.5907974243164,66.61100006103516
EZV,USHB,Berezovo Airport,,RU,Asia/Yekaterinburg,63.92100143432617,65.03050231933594
HMA,USHH,Khanty Mansiysk Airport,Khanty-Mansiysk,RU,Asia/Yekaterinburg,61.0285,69.086098
NYA,USHN,Nyagan Airport,Nyagan,RU,Asia/Yekaterinburg,62.110001,65.614998
EYK,USHQ,Beloyarskiy Airport,,RU,,63.686901,66.698601
OVS,USHS,Sovetskiy Airport,Sovetskiy,RU,Asia/Yekaterinburg,61.326622009277344,63.60191345214844
URJ,USHU,Uray Airport,Uray,RU,Asia/Yekaterinburg,60.103298,64.826698
IJK,USII,Izhevsk Airport,Izhevsk,RU,Europe/Samara,56.834524,53.462172
KVX,USKK,Pobedilovo Airport,Kirov,RU,Europe/Moscow,58.503883,49.347831
NYM,USMM,Nadym Airport,Nadym,RU,Asia/Yekaterinburg,65.48090362548828,72.69889831542969
NUX,USMU,Novy Urengoy Airport,Novy Urengoy,RU,Asia/Yekaterinburg,66.06939697265625,76.52030181884766
NJC,USNN,Nizhnevartovsk Airport,Nizhnevartovsk,RU,Asia/Yekaterinburg,60.949299,76.483597
PEE,USPP,Perm International Airport,Perm,RU,Asia/Yekaterinburg,57.914501,56.021198
KGP,USRK,Kogalym International Airport,Kogalym,RU,Asia/Yekaterinburg,62.190399169921875,74.53379821777344
NFG,USRN,Nefteyugansk Airport,Nefteyugansk,RU,Asia/Yekaterinburg,61.108299,72.650002
NOJ,USRO,Noyabrsk Airport,Noyabrsk,RU,Asia/Yekaterinburg,63.18330001831055,75.2699966430664
SGC,USRR,Surgut International Airport,Surgut,RU,Asia/Yekaterinburg,61.340501,73.405782
SVX,USSS,Koltsovo Airport,Yekaterinburg,RU,Asia/Yekaterinburg,56.743099212646,60.802700042725
RMZ,USTJ,Tobolsk Remezov Airport,Tobolsk,RU,,58.059712,68.347997
TJM,USTR,Roshchino International Airport,Tyumen,RU,Asia/Yekaterinburg,57.178984,65.327696
KRO,USUU,Kurgan Airport,Kurgan,RU,Asia/Yekaterinburg,55.4753,65.415604
ASB,UTAA,Ashgabat International Airport,Ashgabat,TM,Asia/Ashgabat,37.986801,58.361
KRW,UTAK,Turkmenbaşy International Airport,Turkmenbaşy,TM,Asia/Ashgabat,40.062833,53.005085
MYP,UTAM,Mary International Airport,Mary,TM,Asia/Ashgabat,37.62353,61.895668
TAZ,UTAT,Dashoguz International Airport,Daşoguz,TM,Asia/Ashgabat,41.759853,59.836149
CRZ,UTAV,Türkmenabat International Airport,Türkmenabat,TM,Asia/Ashgabat,38.930662,63.563982
DYU,UTDD,Dushanbe International Airport,Dushanbe,TJ,Asia/Dushanbe,38.543746,68.822977
TJU,UTDK,Kulob International Airport,Kulob,TJ,Asia/Dushanbe,37.988098,69.805
LBD,UTDL,Khujand International Airport,Khujand,TJ,Asia/Dushanbe,40.215401,69.694702
KQT,UTDT,Bokhtar International Airport,Bokhtar,TJ,Asia/Dushanbe,37.866315,68.864475
NMA,UTFN,Namangan International Airport,Namangan,UZ,Asia/Samarkand,40.984622,71.5578
AZN,UTKA,Andijan International Airport,Andijan,UZ,Asia/Tashkent,40.727699,72.293999
FEG,UTKF,Fergana International Airport,Fergana,UZ,Asia/Tashkent,40.358799,71.745003
NCU,UTNN,Nukus International Airport,Nukus,UZ,Asia/Samarkand,42.4884,59.623299
UGC,UTNU,Urgench International Airport,Urgench,UZ,Asia/Samarkand,41.58274,60.64338
NVI,UTSA,Navoi International Airport,Navoi,UZ,Asia/Samarkand,40.117599,65.172658
BHK,UTSB,Bukhara International Airport,Bukhara,UZ,Asia/Samarkand,39.775319,64.482279
SKD,UTSS,Samarkand International Airport,Samarkand,UZ,Asia/Samarkand,39.701842,66.981467
TMJ,UTST,Termez Airport,Termez,UZ,Asia/Samarkand,37.287261,67.311869
TVT,UTTP,Tashkent-Khumo International Airport,Tashkent,UZ,,41.312889,69.395535
TAS,UTTT,Tashkent International Airport,Tashkent,UZ,Asia/Samarkand,41.2579,69.281197
OMN,UTTZ,Zomin Airport,Zomin,UZ,Asia/Tashkent,40.01402,68.41103
KMW,UUBA,Kostroma Sokerkino Airport,Kostroma,RU,Europe/Moscow,57.796902,41.019402
KLF,UUBC,Grabtsevo Airport,Kaluga,RU,Europe/Moscow,54.5499992371,36.3666687012
IWA,UUBI,Ivanovo South Airport,Ivanovo,RU,Europe/Moscow,56.93939971923828,40.940799713134766
RYB,UUBK,Staroselye Airport,Rybinsk,RU,Europe/Moscow,58.104198,38.929401
BZK,UUBP,Bryansk International Airport,Bryansk,RU,Europe/Moscow,53.214403,34.175965
ZIA,UUBW,Zhukovsky International Airport,Moscow,RU,Europe/Moscow,55.553299,38.150002
DME,UUDD,Domodedovo International Airport,Moscow,RU,Europe/Moscow,55.408798,37.9063
IAR,UUDL,Golden Ring Yaroslavl International Airport,Tunoshna,RU,Europe/Moscow,57.560699,40.157398
SVO,UUEE,Sheremetyevo International Airport,Moscow,RU,Europe/Moscow,55.976858,37.41121
KLD,UUEM,Migalovo Air Base,Tver,RU,Europe/Moscow,56.82469940185547,35.7577018737793
CKL,UUMU,Chkalovskiy Air Base,Moscow,RU,Europe/Moscow,55.8783,38.061699
EGO,UUOB,Belgorod International Airport,Belgorod,RU,Europe/Moscow,50.643798828125,36.5900993347168
URS,UUOK,Kursk East Airport,Kursk,RU,Europe/Moscow,51.7505989074707,36.29560089111328
LPK,UUOL,Lipetsk Airport,Lipetsk,RU,Europe/Moscow,52.70280075073242,39.53779983520508
VOZ,UUOO,Voronezh International Airport,Voronezh,RU,Europe/Moscow,51.813683,39.231711
TBW,UUOT,Donskoye Airport,Tambov,RU,Europe/Moscow,52.806099,41.4828
VKO,UUWW,Vnukovo International Airport,Moscow,RU,Europe/Moscow,55.591499,37.261501
UCT,UUYH,Ukhta Airport,Ukhta,RU,Europe/Moscow,63.566898,53.804699
INA,UUYI,Inta Airport,Inta,RU,Europe/Moscow,66.053372,60.105786
PEX,UUYP,Pechora Airport,Pechora,RU,Europe/Moscow,65.121101,57.130798
USK,UUYS,Usinsk Airport,Usinsk,RU,Europe/Moscow,66.0047,57.367199
VKT,UUYW,Vorkuta Airport,Vorkuta,RU,Europe/Moscow,67.488602,63.993099
UTS,UUYX,Ust-Tsylma Airport,Ust-Tsylma,RU,Europe/Moscow,65.437294,52.200336
SCW,UUYY,Syktyvkar Airport,Syktyvkar,RU,Europe/Moscow,61.64699935913086,50.84510040283203
GOJ,UWGG,Nizhny Novgorod / Strigino International Airport,Nizhny Novgorod,RU,Europe/Moscow,56.227351,43.785152
UUA,UWKB,Bugulma Airport,Bugulma,RU,Europe/Moscow,54.641184,52.800229
KZN,UWKD,Kazan International Airport,Kazan,RU,Europe/Moscow,55.606201,49.278702
NBC,UWKE,Begishevo Airport,Nizhnekamsk,RU,Europe/Moscow,55.564701,52.092499
JOK,UWKJ,Yoshkar-Ola Airport,Yoshkar-Ola,RU,,56.7006,47.904701
CSY,UWKS,Cheboksary Airport,Cheboksary,RU,Europe/Moscow,56.090302,47.347301
ULV,UWLL,Ulyanovsk Baratayevka Airport,Ulyanovsk,RU,Europe/Samara,54.27016,48.225569
ULY,UWLW,Ulyanovsk Vostochny Airport,Cherdakly,RU,Europe/Ulyanovsk,54.401001,48.8027
REN,UWOO,Orenburg Central Airport,Orenburg,RU,Asia/Yekaterinburg,51.792668,55.457229
OSW,UWOR,Orsk Airport,Orsk,RU,Asia/Yekaterinburg,51.072498,58.5956
PEZ,UWPP,Penza Airport,Penza,RU,Europe/Moscow,53.110599517822266,45.02109909057617
SKX,UWPS,Saransk International Airport,Saransk,RU,Europe/Moscow,54.12513,45.212257
BWO,UWSB,Balakovo Airport,Balakovo,RU,Europe/Saratov,51.858299,47.745602
GSV,UWSG,Gagarin International Airport,Saratov,RU,Europe/Saratov,51.712778,46.171111
UFA,UWUU,Ufa International Airport,Ufa,RU,Asia/Yekaterinburg,54.557498931885,55.874401092529
KUF,UWWW,Kurumoch International Airport,Samara,RU,Europe/Samara,53.504902,50.164299
REW,VA1G,"Rewa Airport, Chorhata, REWA",Rewa,IN,,24.503401,81.220299
GDB,VA2C,Gondia Airport,Gondia,IN,,21.526817,80.290347
AMD,VAAH,Sardar Vallabh Patel International Airport,Ahmedabad,IN,Asia/Kolkata,23.0772,72.634697
AKD,VAAK,Akola Airport,Akola,IN,Asia/Kolkata,20.698931,77.056883
IXU,VAAU,Aurangabad Airport,Aurangabad,IN,Asia/Kolkata,19.862875,75.396312
BOM,VABB,Chhatrapati Shivaji Maharaj International Airport,Mumbai,IN,Asia/Kolkata,19.088699,72.867897
BHJ,VABJ,Bhuj Airport,Bhuj,IN,Asia/Kolkata,23.2877998352,69.6701965332
IXG,VABM,Belagavi Airport,Belgaum,IN,Asia/Kolkata,15.8593,74.618301
BDQ,VABO,Vadodara International Airport,Vadodara,IN,Asia/Kolkata,22.336201,73.226303
BHO,VABP,Raja Bhoj International Airport,Bhopal,IN,Asia/Kolkata,23.2875,77.337402
BHU,VABV,Bhavnagar Airport,Bhavnagar,IN,Asia/Kolkata,21.752199173,72.1852035522
NMB,VADN,Daman Airport,Daman,IN,Asia/Kolkata,20.434401,72.843201
HBX,VAHB,Hubballi Airport,Hubballi,IN,Asia/Kolkata,15.361084,75.082096
HSR,VAHS,Rajkot International Airport,Rajkot,IN,Asia/Kolkata,22.378824,71.039391
IDR,VAID,Devi Ahilya Bai Holkar International Airport,Indore,IN,Asia/Kolkata,22.721404,75.80051
JLR,VAJB,Jabalpur Airport,Jabalpur,IN,Asia/Kolkata,23.177799,80.052002
JGA,VAJM,Jamnagar Airport,Jamnagar,IN,Asia/Kolkata,22.465499877929688,70.01260375976562
IXY,VAKE,Kandla Airport,Kandla,IN,Asia/Kolkata,23.1127,70.100304
HJR,VAKJ,Khajuraho Airport,Khajuraho,IN,Asia/Kolkata,24.8172,79.918602
KLH,VAKP,Kolhapur Airport,Kolhapur,IN,Asia/Kolkata,16.6647,74.289398
IXK,VAKS,Keshod Airport,Keshod,IN,Asia/Kolkata,21.317101,70.270401
LTU,VALT,Murod Kond Airport,Latur,IN,Asia/Kolkata,18.411501,76.464699
NDC,VAND,Nanded Airport,Nanded,IN,Asia/Kolkata,19.1833,77.316704
NAG,VANP,Dr. Babasaheb Ambedkar International Airport,Nagpur,IN,Asia/Kolkata,21.092199,79.047203
ISK,VAOZ,Nashik International Airport,Nashik,IN,Asia/Kolkata,20.119101,73.912903
PNQ,VAPO,Pune International Airport,Pune,IN,Asia/Kolkata,18.5821,73.919701
PBD,VAPR,Porbandar Airport,Porbandar,IN,Asia/Kolkata,21.649524,69.656405
RTC,VARG,Ratnagiri Airport,,IN,Asia/Kolkata,17.013599,73.327797
RAJ,VARK,Rajkot Airport,Rajkot,IN,,22.3092,70.779503
RPR,VARP,Swami Vivekananda Airport,Raipur,IN,Asia/Kolkata,21.180401,81.7388
SAG,VASD,Shirdi International Airport,Kakadi,IN,,19.689211,74.373655
SSE,VASL,Solapur Airport,Solapur,IN,Asia/Kolkata,17.6280002594,75.93479919430001
STV,VASU,Surat International Airport,Surat,IN,Asia/Kolkata,21.115531,72.743251
UDR,VAUD,Maharana Pratap Airport,Udaipur,IN,Asia/Kolkata,24.617700576799997,73.89610290530001
CMB,VCBI,Bandaranaike International Colombo Airport,Colombo,LK,Asia/Colombo,7.180759906768799,79.88410186767578
ACJ,VCCA,Anuradhapura Airport,Anuradhapura,LK,Asia/Colombo,8.301542,80.42848
BTC,VCCB,Batticaloa International Airport,Batticaloa,LK,Asia/Colombo,7.705073,81.677163
RML,VCCC,Colombo Ratmalana International Airport,Colombo,LK,Asia/Colombo,6.821638,79.885859
ADP,VCCG,Ampara Airport,Ampara,LK,,7.336745,81.623869
HIM,VCCH,Hingurakgoda Air Force Base,Polonnaruwa Town,LK,Asia/Colombo,8.04981,80.9814
JAF,VCCJ,Jaffna International Airport,Jaffna,LK,Asia/Colombo,9.79233,80.070099
KCT,VCCK,Koggala Airport,Galle,LK,Asia/Colombo,5.993680000305176,80.32029724121094
TRR,VCCT,China Bay Airport,Trincomalee,LK,Asia/Colombo,8.539159,81.18128
HRI,VCRI,Mattala Rajapaksa International Airport,Mattala,LK,Asia/Colombo,6.283878,81.124163
BBM,VDBG,Battambang Airport,Battambang,KH,Asia/Phnom_Penh,13.0956,103.223999
PNH,VDPP,Phnom Penh International Airport,Phnom Penh (Pou Senchey),KH,,11.547155,104.844699
RBE,VDRK,Ratanakiri Airport,Ratanakiri,KH,Asia/Phnom_Penh,13.729999542236328,106.98699951171875
SAI,VDSA,Siem Reap-Angkor International Airport,Siem Reap,KH,Asia/Phnom_Penh,13.36974,104.223831
KOS,VDSV,Sihanouk International Airport,Preah Sihanouk,KH,Asia/Phnom_Penh,10.570557,103.632067
IXV,VEAN,Along Airport,,IN,Asia/Kolkata,28.17530059814453,94.802001953125
IXA,VEAT,Agartala - Maharaja Bir Bikram Airport,Agartala,IN,Asia/Kolkata,23.886999,91.240402
IXB,VEBD,Bagdogra Airport,Siliguri,IN,Asia/Kolkata,26.6812,88.328598
SHL,VEBI,Shillong Airport,Shillong,IN,Asia/Kolkata,25.70359992980957,91.97869873046875
VNS,VEBN,Lal Bahadur Shastri International Airport,Varanasi,IN,Asia/Kolkata,25.452171,82.862549
BBI,VEBS,Biju Patnaik International Airport,Bhubaneswar,IN,Asia/Kolkata,20.251021,85.814747
PAB,VEBU,Bilaspur Airport,Bilaspur,IN,Asia/Kolkata,21.9884,82.111
CCU,VECC,Netaji Subhash Chandra Bose International Airport,Kolkata,IN,Asia/Kolkata,22.654012,88.44765
DBD,VEDB,Dhanbad Airport,,IN,Asia/Kolkata,23.834,86.425301
RDP,VEDG,Kazi Nazrul Islam Airport,Durgapur,IN,,23.6225,87.243
DBR,VEDH,Darbhanga Airport,Darbhanga,IN,Asia/Kolkata,26.192801,85.916901
GOP,VEGK,Gorakhpur Airport,Gorakhpur,IN,Asia/Kolkata,26.739700317399997,83.4496994019
GAU,VEGT,Lokpriya Gopinath Bordoloi International Airport,Guwahati,IN,Asia/Kolkata,26.106654,91.585226
GAY,VEGY,Gaya Airport,Gaya,IN,Asia/Kolkata,24.744301,84.951202
IMF,VEIM,Bir Tikendrajit International Airport,Imphal,IN,Asia/Kolkata,24.76,93.896698
IXW,VEJS,Sonari Airport,Jamshedpur,IN,Asia/Kolkata,22.813706,86.168981
JRH,VEJT,Jorhat Airport,Jorhat,IN,Asia/Kolkata,26.730456,94.175416
KBK,VEKI,Kushinagar International Airport,Kushinagar,IN,Asia/Kolkata,26.776534,83.889214
IXH,VEKR,Kailashahar Airport,Kailashahar,IN,Asia/Kolkata,24.308657,92.00768
IXS,VEKU,Silchar Airport,Silchar,IN,Asia/Kolkata,24.9129009247,92.97869873050001
AJL,VELP,Lengpui Airport,Aizawl (Lengpui),IN,Asia/Kolkata,23.840599,92.619698
IXI,VELR,Lilabari North Lakhimpur Airport,Lilabari,IN,Asia/Kolkata,27.295682,94.097266
DIB,VEMN,Dibrugarh Airport,Dibrugarh,IN,Asia/Kolkata,27.4839000702,95.0168991089
DMU,VEMR,Dimapur Airport,Dimapur,IN,Asia/Kolkata,25.883899688699998,93.77110290530001
MZU,VEMZ,Muzaffarpur Airport,Muzaffarpur,IN,Asia/Kolkata,26.119101,85.313698
PAT,VEPT,Jay Prakash Narayan Airport,Patna,IN,Asia/Kolkata,25.591299,85.087997
IXR,VERC,Birsa Munda Airport,Ranchi,IN,Asia/Kolkata,23.314300537100003,85.3217010498
RRK,VERK,Rourkela Airport,Rourkela,IN,Asia/Kolkata,22.256571,84.815193
TEZ,VETZ,Tezpur Airport,,IN,Asia/Kolkata,26.7091007232666,92.78469848632812
UKE,VEUK,Utkela Airport,Bhawanipatna,IN,,20.097778,83.183333
VTZ,VEVZ,Visakhapatnam International Airport,Visakhapatnam,IN,Asia/Kolkata,17.723506,83.227729
ZER,VEZO,Ziro Airport,Ziro,IN,Asia/Kolkata,27.588301,93.828102
BZL,VGBR,Barisal Airport,Barisal,BD,Asia/Dhaka,22.801001,90.301201
CXB,VGCB,Cox's Bazar Airport,Cox's Bazar,BD,Asia/Dhaka,21.457517,91.963263
CGP,VGEG,Shah Amanat International Airport,Chattogram (Chittagong),BD,Asia/Dhaka,22.249599,91.813301
DAC,VGHS,Hazrat Shahjalal International Airport,Dhaka,BD,Asia/Dhaka,23.843347,90.397783
IRD,VGIS,Ishurdi Airport,Ishurdi,BD,,24.1525,89.0494
JSR,VGJR,Jessore Airport,Jashore (Jessore),BD,Asia/Dhaka,23.1838,89.160797
RJH,VGRJ,Shah Makhdum Airport,Rajshahi,BD,Asia/Dhaka,24.437201,88.616501
SPD,VGSD,Saidpur Airport,Saidpur,BD,Asia/Dhaka,25.759199,88.908897
ZYL,VGSY,Osmany International Airport,Sylhet,BD,Asia/Dhaka,24.963071,91.866903
HKG,VHHH,Hong Kong International Airport,Hong Kong,HK,Asia/Hong_Kong,22.31184,113.914862
AGR,VIAG,Agra Airport / Agra Air Force Station,Agra,IN,Asia/Kolkata,27.157975,77.961025
IXD,VIAL,Prayagraj Airport,Allahabad,IN,Asia/Kolkata,25.4401,81.733902
ATQ,VIAR,Sri Guru Ram Das Ji International Airport,Amritsar,IN,Asia/Kolkata,31.7096,74.797302
BKB,VIBK,Nal Airport,Bikaner,IN,Asia/Kolkata,28.070601,73.207199
KUU,VIBR,Kullu Manali Airport,Bhuntar,IN,Asia/Kolkata,31.876699,77.154404
BUP,VIBT,Bhatinda Air Force Station,,IN,Asia/Kolkata,30.2701,74.755798
BEK,VIBY,Bareilly Air Force Station,Bareilly,IN,Asia/Kolkata,28.4221,79.450798
IXC,VICG,Shaheed Bhagat Singh International Airport,Chandigarh,IN,Asia/Kolkata,30.6735,76.788498
KNU,VICX,Kanpur Airport,Kanpur,IN,Asia/Kolkata,26.404301,80.410103
DED,VIDN,Dehradun Jolly Grant Airport,Dehradun (Jauligrant),IN,Asia/Kolkata,30.189243,78.176651
DEL,VIDP,Indira Gandhi International Airport,New Delhi,IN,Asia/Kolkata,28.55563,77.09519
DHM,VIGG,Kangra Airport,Kangra,IN,Asia/Kolkata,32.164902,76.263018
GWL,VIGR,Gwalior Airport,Gwalior,IN,Asia/Kolkata,26.29330062866211,78.22779846191406
HSS,VIHR,Maharaja Agrasen International Airport,Hisar,IN,Asia/Kolkata,29.186065,75.74142
HWR,VIHX,Halwara International Airport,Halwara,IN,Asia/Kolkata,30.748501,75.629799
JDH,VIJO,Jodhpur Airport,Jodhpur,IN,Asia/Kolkata,26.251100540161133,73.04889678955078
JAI,VIJP,Jaipur International Airport,Jaipur,IN,Asia/Kolkata,26.8242,75.812202
JSA,VIJR,Jaisalmer Airport,,IN,Asia/Kolkata,26.8887,70.864998
IXJ,VIJU,Jammu Airport,Jammu,IN,Asia/Kolkata,32.688849,74.838152
KQH,VIKG,Kishangarh Airport Ajmer,Ajmer (Kishangarh),IN,Asia/Kolkata,26.591007,74.812956
KTU,VIKO,Kota Airport,Kota,IN,Asia/Kolkata,25.160200119,75.84559631350001
LUH,VILD,Ludhiana Airport,,IN,Asia/Kolkata,30.854700088500977,75.95259857177734
IXL,VILH,Leh Kushok Bakula Rimpochee Airport,Leh,IN,Asia/Kolkata,34.135899,77.546501
LKO,VILK,Chaudhary Charan Singh International Airport,Lucknow,IN,Asia/Kolkata,26.760599,80.889297
MZS,VIMB,Moradabad Airport,Moradabad,IN,,28.81746,78.92187
IXP,VIPK,Pathankot Airport,Pathankot,IN,Asia/Kolkata,32.233611,75.634444
PGH,VIPT,Pantnagar Airport,Pantnagar,IN,Asia/Kolkata,29.0334,79.473701
SXR,VISR,Sheikh ul Alam International Airport,Srinagar,IN,Asia/Kolkata,33.987099,74.7742
LPQ,VLLB,Luang Phabang International Airport,Luang Phabang,LA,Asia/Vientiane,19.904273,102.167191
PKZ,VLPS,Pakse International Airport,Pakse,LA,Asia/Vientiane,15.133973,105.779871
ZVK,VLSK,Savannakhet Airport,,LA,Asia/Vientiane,16.55660057067871,104.76000213623047
NEU,VLSN,Sam Neua Airport,,LA,Asia/Vientiane,20.4184,104.067001
VTE,VLVT,Wattay International Airport,Vientiane,LA,Asia/Vientiane,17.985052,102.566692
VMI,VMI,Aeropuerto Nacional Doctor Juan Plate,Puerto Vallemi,PY,,-22.159371,-57.942395
MFM,VMMC,Macau International Airport,Nossa Senhora do Carmo,MO,Asia/Macau,22.149599,113.592003
LTH,VN-0018,Long Thanh International Airport (Under Construction),Ho Chi Minh City (Long Thanh),VN,,10.772842,107.040596
BWA,VNBW,Gautam Buddha International Airport,Siddharthanagar (Bhairahawa),NP,Asia/Kathmandu,27.504636,83.410381
JKR,VNJP,Janakpur Airport,Janakpur,NP,Asia/Kathmandu,26.708799,85.922401
KTM,VNKT,Tribhuvan International Airport,Kathmandu,NP,Asia/Kathmandu,27.6966,85.3591
LUA,VNLK,Tenzing-Hillary Airport,Lukla,NP,Asia/Kathmandu,27.686768,86.729479
KEP,VNNG,Nepalgunj Airport,Nepalgunj,NP,Asia/Kathmandu,28.1036,81.667
PKR,VNPK,Pokhara Domestic Airport,Pokhara,NP,Asia/Kathmandu,28.200621,83.981203
TPJ,VNTJ,Taplejung Airport,Taplejung,NP,Asia/Kathmandu,27.3509,87.69525
BIR,VNVT,Biratnagar Airport,Biratnagar,NP,Asia/Kathmandu,26.48150062561035,87.26399993896484
AGX,VOAT,Agatti Airport,Agatti,IN,Asia/Kolkata,10.8237,72.176003
BEP,VOBI,Bellary Airport,Bellary,IN,Asia/Kolkata,15.162799835205078,76.88279724121094
BLR,VOBL,Kempegowda International Airport Bengaluru,Bengaluru,IN,Asia/Kolkata,13.1979,77.706299
IXX,VOBR,Bidar Airport / Bidar Air Force Station,Bidar,IN,,17.9081,77.487099
VGA,VOBZ,Vijayawada International Airport,Vijayawada,IN,Asia/Kolkata,16.530011,80.804888
CJB,VOCB,Coimbatore International Airport,Coimbatore,IN,Asia/Kolkata,11.03,77.043404
COK,VOCI,Cochin International Airport,Kochi,IN,Asia/Kolkata,10.151047,76.400838
CCJ,VOCL,Calicut International Airport,Calicut,IN,Asia/Kolkata,11.135996,75.955152
CDP,VOCP,Kadapa Airport,Kadapa,IN,Asia/Kolkata,14.513154,78.769183
CBD,VOCX,Car Nicobar Air Force Base,IAF Camp,IN,Asia/Kolkata,9.153056,92.819273
GOX,VOGA,Manohar International Airport,Mopa,IN,Asia/Kolkata,15.744257,73.860625
GOI,VOGO,Goa Dabolim International Airport,Vasco da Gama,IN,Asia/Kolkata,15.380062,73.833328
HYD,VOHS,Rajiv Gandhi International Airport,Hyderabad,IN,Asia/Kolkata,17.231318,78.429855
BPM,VOHY,Begumpet Airport,Hyderabad,IN,Asia/Kolkata,17.4531,78.467598
CNN,VOKN,Kannur International Airport,Kannur,IN,Asia/Kolkata,11.916343,75.544979
KJB,VOKU,Kurnool Airport,Orvakal,IN,Asia/Kolkata,15.716288,78.16923
IXM,VOMD,Madurai Airport,Madurai,IN,Asia/Kolkata,9.83450984955,78.09339904790001
IXE,VOML,Mangaluru International Airport,Mangaluru,IN,Asia/Kolkata,12.95471,74.886812
MAA,VOMM,Chennai International Airport,Chennai,IN,Asia/Kolkata,12.990005,80.169296
MYQ,VOMY,Mysore Airport,Mysore,IN,Asia/Kolkata,12.229751,76.653683
IXZ,VOPB,Veer Savarkar International Airport / INS Utkrosh,Port Blair,IN,Asia/Kolkata,11.640194,92.72902
PNY,VOPC,Pondicherry Airport,Puducherry (Pondicherry),IN,Asia/Kolkata,11.968,79.812
PUT,VOPN,Sri Sathya Sai Airport,Puttaparthi,IN,,14.1492996216,77.7910995483
RJA,VORY,Rajahmundry Airport,Madhurapudi,IN,Asia/Kolkata,17.105799,81.813204
SXV,VOSM,Salem Airport,Salem,IN,Asia/Kolkata,11.78330039978,78.06559753418
TIR,VOTP,Tirupati International Airport,Tirupati,IN,Asia/Kolkata,13.631988,79.539869
TRZ,VOTR,Tiruchirappalli International Airport,Tiruchirappalli,IN,Asia/Kolkata,10.762915,78.717741
TRV,VOTV,Thiruvananthapuram International Airport,Thiruvananthapuram,IN,Asia/Kolkata,8.481889,76.920029
GLU,VQGP,Gelephu Airport,Gelephu,BT,Asia/Thimphu,26.88456,90.46412
PBH,VQPR,Paro International Airport,Paro,BT,Asia/Thimphu,27.4032,89.424599
